a	一个
tantalize	逗弄
tantalizer	逗弄者
tantalizingly	逗人的
tantalum	钽
tantalus	水桶
tantamount	同等的
tantra	印度密宗
tantrism	印度密宗
tantrum	发脾气
tanzanian	坦桑尼亚的
taoiseach	爱尔兰总理
taoist	道教的
tap	水龙头
tapa	布满树皮的树干
tapdance	踢踏舞
tape	磁带
tapeline	卷尺
tapenade	橄榄泥
taper	锥形
tapering	逐渐变细
tapestry	挂毯
tapeworm	绦虫
taphephobia	坟墓恐惧症
taphouse	小酒馆
tapioca	木薯淀粉
tapir	貘
tapis	地毯
tapotement	拍打按摩法
tappa	夹竹桃树皮
tapper	拍打者
tappet	凸轮
taproom	小酒馆
taproot	主根
tapster	酒吧招待
tar	沥青
tara	印度神话中的女神
taradiddle	胡说八道
tarantella	塔兰泰拉舞
tarantism	塔兰蒂斯主义
tarantula	狼蛛
taraxacum	蒲公英
tarboosh	土耳其红帽子
tardigrade	缓步动物
tardily	缓慢地
tardiness	迟钝
tardy	迟到的
tare	扣除重量
target	目标
tariff	关税
tarmac	柏油路面
tarmacadam	沥青碎石路面
tarmacked	铺设柏油路面
tarmacking	铺设柏油路面
tarn	山间小湖
tarnish	失去光泽
taro	芋头
tarot	塔罗牌
tarp	防水帆布
tarpan	欧洲野马
tarpaulin	帆布遮盖物
tarpon	大西洋鲈鱼
tarradiddle	胡说八道
tarragon	龙蒿
tarriance	逗留
tarrier	猎犬
tarriest	最迟钝的
tarry	黏滞的
tarsal	跗骨的
tarsier	岛状猴
tarsus	跗骨
tart	酸的
tartan	格子花呢
tartar	牙垢
tartlet	小馅饼
tartly	尖刻地
tartness	酸味
tartrate	酒石酸盐
tartufe	假虔诚者
tartuffe	假虔诚者
tarweed	硬毛菊
tarzan	泰山
task	任务
taskmaster	工头
taskmistress	女工头
tasse	杯托
tassel	流苏
tasseled	有流苏的
tasseling	有流苏的
tasselled	有流苏的
tasselling	有流苏的
tasset	腿甲
taste	味道
tastebud	味蕾
tasteful	有品味的
tastefully	有品味地
tastefulness	有品味
tasteless	无味的
tastelessly	无味地
tastelessness	无味
taster	品尝者
tastiness	美味
tasting	品尝
tasty	美味的
tat	刺青
tatar	鞑靼人
tate	泰特
tater	土豆
tatou	犰狳
tatouay	犰狳
tatter	破布
tatterdemalion	衣衫褴褛的人
tattered	破烂的
tattering	破烂的
tattle	闲话
tattler	泄密者
tattletale	告密者
tattoo	纹身
tattooist	纹身师
tattooists	纹身师
tatty	破旧的
tatu	塔图人
taunt	嘲讽
taunting	嘲弄的
tauon	假介子
taupe	暗灰褐色
taurine	牛磺酸
tauromachy	斗牛
taurus	金牛座
taut	拉紧的
tauten	使绷紧
tautly	紧绷地
tautness	紧绷
tautog	黑鲷
tautological	自我重复的
tautology	同义反复
tavern	小酒馆
tawdriness	俗气
tawdry	俗气的
tawney	暗黄色的
tawnier	比浅褐色更黄的
tawniest	最黄的
tawniness	暗黄色
tawny	暗黄色的
tawse	打屁股用的皮鞭
tax	税
taxability	纳税能力
taxable	应税的
taxation	税收
taxer	征税者
taxi	出租车
taxicab	出租车
taxidermist	剥制师
taxidermy	剥制术
taximan	出租车司机
taximeter	计程器
taxiway	滑行道
taxman	税务员
taxon	分类单元
taxonomer	分类学家
taxonomic	分类学的
taxonomist	分类学家
taxonomy	分类法
taxpayer	纳税人
tayra	塔伊拉
tchotchke	小摆设
tea	茶
teabag	茶包
teaberry	茶莓
teacake	茶点
teacart	茶车
teach	教
teachable	可教的
teacher	老师
teachership	教师资格
teaching	教学
teacup	茶杯
teacupful	一杯茶
teahouse	茶馆
teak	柚木
teakettle	茶壶
teakwood	柚木
teal	鸭绿色
team	团队
teammate	队友
teamster	车队工人
teamwork	合作
teapot	茶壶
tear	眼泪
tearaway	粗暴的人
teardrop	泪珠
tearful	含泪的
tearfully	哭泣地
tearfulness	悲伤
teargas	催泪瓦斯
tearier	更容易流泪的
teariest	最容易流泪的
tearjerker	感人的电影
tearoom	茶室
teary	含泪的
tease	戏弄
teasel	刺头
teaser	戏弄者
teashop	茶店
teasing	戏弄
teaspoon	茶匙
teaspoonful	一茶匙
teaspoonsful	多茶匙
teat	乳头
teatime	下午茶时间
teazel	刺头
teazle	刺头
teazles	刺头
tech	技术
techie	技术人员
technetium	锝
technical	技术的
technicality	技术性问题
technically	技术上地
technician	技术员
technique	技巧
techno	电子音乐
technobabble	术语难懂的技术性描述
technocracy	技术统治
technocrat	技术官僚
technological	技术的
technologically	技术上地
technologist	技术专家
technology	技术
technophile	热爱技术的人
technophobe	对技术恐惧的人
technophobia	对技术恐惧
techy	喜欢技术的
tectonics	构造地质学
teddy	泰迪熊
tedious	单调乏味的
tediously	单调乏味地
tediousness	单调乏味
tedium	单调乏味
tee	球座
teem	充满
teemingness	充满
teen	十几岁的青少年
teenage	十几岁的
teenaged	十几岁的
teenager	青少年
teensier	更少的
teensiest	最少的
teensy	微小的
teeny	微小的
teeoff	开球
teepee	圆锥形帐篷
teeter	摇摆
teeterboard	跷跷板
teeth	牙齿
teethe	出牙
teething	生牙
teetotal	滴酒不沾的
teetotaler	滴酒不沾的人
teetotalism	滴酒不沾主义
teetotalist	滴酒不沾主义者
teetotaller	滴酒不沾的人
teetotum	陀螺游戏
teff	黑穗糙米
teflon	聚四氟乙烯
tegu	鳄蜥
tegument	外皮
teiid	蜥蜴科
tektite	玄武岩陨石
telamon	托拉门
telco	电信公司
telecast	电视广播
telecaster	电视转播员
telecom	电信
telecommunicate	远程通信
telecommunication	电信
telecommute	远程办公
telecommuted	远程办公
telecommuter	远程办公者
telecommuters	远程办公者
telecommutes	远程办公
telecommuting	远程办公
teleconference	远程会议
teleconferenced	远程会议
teleconferencing	远程会议
telefax	传真
telefilm	电视电影
telegram	电报
telegraph	电报
telegrapher	电报员
telegraphese	电报语
telegraphic	电报的
telegraphist	电报员
telegraphy	电报术
telekinesis	念力
telemark	电话销售
telemarketing	电话销售
telemeter	遥测仪
telemetry	遥测
telencephalon	大脑皮层
teleologist	目的论者
teleology	目的论
teleost	硬骨鱼类
telepathic	有心灵感应的
telepathically	心灵感应地
telepathist	通灵者
telepathize	心灵感应
telepathy	心灵感应
telephone	电话
telephoner	打电话的人
telephonic	电话的
telephonist	电话接线员
telephony	电话技术
telephoto	长焦镜头
telephotograph	远摄照片
telephotography	远摄摄影
teleport	传送
teleportation	传送
teleprinter	电传打印机
teleprocessing	远程处理
teleprompter	电视提示器
telescope	望远镜
telescopic	望远镜的
telescopy	望远镜观察
teleselling	电话销售
telethon	电视马拉松
telethons	电视马拉松
teletype	电传打字机
teletypes	电传打字机
teletypewriter	电传打字机
televangelism	电视福音传道
televangelist	电视福音传道者
televise	电视播放
television	电视
teleworking	远程工作
telex	电传
telfer	起重机
telferage	起重机装卸
teliospore	有性孢子
tell	告诉
teller	出纳员
telling	有力的
tellingly	有力地
telltale	泄密者
tellurian	地球的
telluride	碲化物
tellurium	碲
tellus	地球
telly	电视
telomere	染色体末端
telophase	末期
telpher	索道
telpherage	索道运输
temazepam	安定
temblor	地震
temerity	鲁莽
temp	临时工
temped	临时工作
temper	脾气
tempera	蛋彩画
temperament	气质
temperamental	气质的
temperamentally	气质上
temperance	节制
temperate	温和
temperateness	温和
temperature	温度
tempering	调和
tempest	暴风雨
tempestuous	狂暴的
tempestuously	狂暴地
tempestuousness	狂暴
temping	临时工作
templar	圣殿骑士
template	模板
temple	寺庙
tempo	节奏
temporal	时间的
temporality	世俗性
temporally	时间上
temporalty	世俗性
temporarily	暂时地
temporariness	暂时性
temporary	暂时的
temporize	拖延
temporizer	拖延者
tempt	引诱
temptation	诱惑
tempter	诱惑者
temptingly	诱人地
temptingness	诱人性
temptress	妖艳女子
tempura	天妇罗
ten	十
tenability	可行性
tenable	可行的
tenableness	可行性
tenacious	顽强的
tenaciously	顽强地
tenaciousness	顽强
tenacity	坚韧
tenancy	租赁
tenant	租户
tenantry	租赁
tench	鲫鱼
tend	倾向于
tendency	倾向
tendentious	有偏见的
tendentiously	有偏见地
tendentiousness	有偏见
tender	温柔的
tenderfoot	新手
tenderhearted	多情的
tenderheartedness	温柔
tenderization	嫩化
tenderize	嫩化
tenderizer	嫩化剂
tenderloin	里脊肉
tenderly	温柔地
tenderness	温柔
tendinitis	肌腱炎
tendon	腱
tendonitis	肌腱炎
tendril	卷须
tenebrionid	暗黑甲虫
tenement	出租公寓
tenesmus	排便痛
tenet	原则
tenfold	十倍
tenge	坦吉
tenia	绦虫
tenner	十元钞票
tennessean	田纳西州人
tennis	网球
tenno	天皇
tenon	榫头
tenoned	榫头的
tenoning	榫接
tenor	男高音
tenorist	男高音歌手
tenoroon	小型低音管
tenosynovitis	肌腱鞘炎
tenpence	十便士
tenpin	保龄球瓶
tenpounder	十磅重物
tenrec	狐螫鼩
tense	紧张的
tensely	紧张地
tenseness	紧张
tensile	拉伸的
tensimeter	张力计
tensiometer	张力计
tension	紧张
tensity	张力
tensor	张量
tent	帐篷
tentacle	触须
tentative	暂时的
tentatively	暂时地
tenter	拉布机
tenterhook	拉布机钩
tenth	第十
tenting	搭帐篷
tentorium	脑幕
tenuity	稀薄
tenuous	稀薄的
tenuously	脆弱地
tenuousness	脆弱
tenure	任期
tepal	花被片
tepee	圆锥形帐篷
tepid	微温的
tepidity	微温
tepidness	微温
tequila	龙舌兰酒
tera	兆
terabit	太比特
terabyte	太字节
teraflop	兆浮点运算每秒
terahertz	太赫兹
teras	兆
teratogen	致畸原
teratology	畸形学
teratoma	畸胎瘤
terbium	铽
terce	第三个祈祷时间
tercel	雄鹰
tercelet	雄鹰
tercentenary	三百周年
tercentennial	三百周年
tercet	三行诗
terebinth	柏树
teredo	船蛆
tergiversate	背叛
tergiversation	背叛
tergiversator	背叛者
teriyaki	照烧
term	术语
termagant	泼妇
termer	学期
terminable	可终止的
terminal	终端
terminally	终端地
terminate	终止
termination	终止
terminator	终结者
terminological	术语的
terminology	术语学
terminus	终点
termite	白蚁
termly	学期地
tern	燕鸥
ternary	三元的
ternion	三个一组
terpene	萜烯
terpsichorean	芭蕾舞者
terrace	阳台
terrain	地形
terrapin	水龟
terrarium	玻璃缸
terreplein	平台
terrestrial	陆地的
terrestrials	陆地生物
terrible	可怕的
terribleness	可怕
terribly	非常地
terrier	犬种
terrific	极好的
terrifically	极其地
terrify	使害怕
terrifyingly	令人恐惧地
terrine	肉冻
territorial	领土的
territoriality	领土性
territorialization	领土化
territorialize	领土化
territory	领土
terror	恐怖
terrorism	恐怖主义
terrorist	恐怖分子
terrorization	恐怖化
terrorize	恐吓
terry	毛巾布
terse	简洁的
tersely	简洁地
terseness	简洁
tertiary	第三的
terylene	特丽伦
terzetto	三重唱
tesla	特斯拉
tessellate	镶嵌
tessellation	镶嵌
tessera	镶嵌石
tesseract	四维立方体
test	测试
testa	种皮
testable	可测试的
testament	遗嘱
testamentary	遗嘱的
testate	有遗嘱的
testator	遗嘱人
testatrix	遗嘱人【女】
testcross	测试交配
testee	被测试者
tester	测试者
testicle	睾丸
testifier	证人
testify	作证
testily	暴躁地
testimonial	证言
testimony	证词
testiness	易怒
testing	测试
testis	睾丸
testosterone	睾酮
testudo	龟甲
testy	暴躁的
tetanus	破伤风
tetany	手足搐搦
tetchiness	易怒
tetchy	易怒的
teth	牙齿
tether	拴住
tetherball	拴球
tetra	四
tetracaine	四氯卡因
tetrachlorethylene	四氯乙烯
tetrachloride	四氯化物
tetrachloromethane	四氯化甲烷
tetracycline	四环素
tetrad	四联体
tetragon	四边形
tetragram	四字格
tetragrammaton	四字神名
tetrahedron	四面体
tetrahydrocannabinol	四氢大麻酚
tetrahymena	四膜虫
tetralogy	四部曲
tetrameter	四音步
tetrapod	四足动物
tetraspore	四孢子
tetrode	四极管
tetrodotoxin	河豚毒素
tetroxide	四氧化物
tetryl	四硝基甲苯
teuton	日耳曼人
texan	德克萨斯人
texas	德克萨斯州
text	文本
textbook	教科书
textile	纺织品
textual	文字的
textually	文字上地
textural	质地的
texture	质地
textured	有质感的
texturing	赋予质感
thalamus	丘脑
thalassemia	地中海贫血
thalictrum	铁线莲属
thalidomide	治疗晨吐的药物
thallium	铊
thallophyte	藻类植物
thallus	藻体
thalweg	河床中最深处
than	比
thanatology	死亡研究
thanatophobia	对死亡的恐惧
thanatopsis	《死亡景观》
thanatos	死亡之神
thane	领主
thaneship	领主的地位
thank	感谢
thankful	感激的
thankfully	感激地
thankfulness	感激之情
thankless	不感激的
thanklessly	不感激地
thanksgiving	感恩节
that	那
thatch	茅草屋顶
thatcher	茅草屋顶工人
thaumatolatry	奇迹崇拜
thaumaturge	奇迹制造者
thaumaturgist	奇迹制造者
thaumaturgy	奇迹
thaw	融化
thawing	融化的
the	这
theanthropism	神人同体说
theater	剧场
theatergoer	剧场观众
theatre	剧场
theatrical	戏剧的
theatricality	戏剧性
theatrically	戏剧地
thebe	忒伯岛
theca	荚
thecodont	荚齿类动物
thee	你
theelin	睾酮
thees	你的
theft	偷窃
their	他们的
theirs	他们的
theism	有神论
theist	有神论者
theistic	有神论的
them	他们
thematic	主题的
thematically	主题上
theme	主题
themselves	他们自己
then	然后
thenar	掌心
thence	从那里
thenceforth	从那时起
thenceforward	从那时起
theocracy	神权政治
theocratic	神权政治的
theodicy	神的正义
theodolite	经纬仪
theogony	神创世说
theologian	神学家
theological	神学的
theologist	神学家
theologize	从事神学研究
theologizer	神学家
theology	神学
theophany	神的显现
theophylline	茶碱
theorem	定理
theoretic	理论的
theoretical	理论的
theoretically	理论上
theoretician	理论家
theorist	理论家
theorization	理论化
theorize	建立理论
theorizer	理论家
theory	理论
theosophism	神智学
theosophist	神智学者
theosophy	神智学
therapeutic	治疗的
therapeutically	治疗上
therapist	治疗师
therapsid	兽脚类动物
therapy	治疗
there	那里
thereabout	大约
thereabouts	大约
thereafter	此后
thereby	由此
therefore	因此
therefrom	从中
therein	在其中
theremin	泰瑞门【一种电子乐器】
thereness	存在
thereof	其中的
thereon	在其上
thereto	对此
thereupon	于是
therewith	与此同时
therm	热量单位
thermal	热的
thermally	热地
thermel	热熔炉
thermion	热电子
thermionic	热电子的
thermistor	热敏电阻
thermocautery	热电凝固术
thermochemistry	热化学
thermocouple	热电偶
thermodynamic	热力学的
thermodynamics	热力学
thermoelectricity	热电效应
thermogram	热图
thermograph	热线仪
thermography	热成像
thermojunction	热接合
thermometer	温度计
thermometrograph	温度计记录器
thermometry	温度测量
thermonuclear	热核的
thermopile	热电偶
thermoplastic	热塑性的
thermoreceptor	温度感受器
thermoregulator	温度调节器
thermos	保温瓶
thermosphere	热层
thermostat	恒温器
thermostatic	恒温的
thermotherapy	热疗
thermotropism	热向性
theropod	兽脚类恐龙
thesaurus	词典
these	这些
thesis	论文
thespian	戏剧的
thessalonian	塞萨洛尼基的
theta	希腊字母中的第八个
theurgy	巫术
they	他们
thiabendazole	噻苯达唑
thiamin	维生素B1
thiamine	维生素B1
thiazide	噻嗪类利尿剂
thiazine	噻嗪
thibet	西藏
thick	厚
thicken	加厚
thickener	增稠剂
thickening	加厚
thicket	灌木丛
thickhead	笨蛋
thickly	浓密地
thickness	厚度
thickset	结实的
thief	小偷
thieve	偷
thievery	盗窃行为
thieving	偷窃的
thievish	偷窃的
thievishness	盗窃行为
thigh	大腿
thighbone	股骨
thill	车辕
thimble	手指套
thimbleberry	覆盆子
thimbleful	一滴
thimblerig	骗子
thimbleweed	草地蓟
thimerosal	硫黄酸汞
thin	薄
thine	你的
thing	东西
thingamabob	东西
thingamajig	东西
thingumabob	东西
thingumajig	东西
thingummy	东西
think	思考
thinker	思想家
thinking	思考
thinly	薄薄地
thinner	稀释剂
thinness	薄
thinning	稀释
thiocyanate	硫氰酸盐
thiopental	硫喷妥钠
thioridazine	替奥嗪
thiotepa	硫替巴
thiouracil	硫尿嘧啶
third	第三
thirdly	第三地
thirst	口渴
thirster	渴望者
thirstily	渴望地
thirstiness	口渴
thirsty	口渴的
thirteen	十三
thirteenth	第十三
